"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000004304	022322.725	000.375443	0.305190	1.230809e-07	0.0e+00	00:11:28.875"
"000004305	022322.800	000.443202	0.304457	1.453639e-07	0.0e+00	00:11:29.031"
"000004306	022322.875	000.540115	0.303670	1.772416e-07	0.0e+00	00:11:29.188"
"000004307	022322.950	000.492287	0.302623	1.616576e-07	0.0e+00	00:11:29.360"
"000004308	022323.025	000.632644	0.302443	2.077725e-07	0.0e+00	00:11:29.516"
"000004309	022323.100	000.580957	0.301799	1.908782e-07	0.0e+00	00:11:29.672"
"000004310	022323.175	000.685948	0.301160	2.254687e-07	0.0e+00	00:11:29.844"
"000004311	022323.250	000.631425	0.299806	2.077321e-07	0.0e+00	00:11:30.000"
"000004312	022323.325	000.684265	0.299345	2.251843e-07	0.0e+00	00:11:30.156"
"000004313	022323.400	000.684923	0.299097	2.254376e-07	0.0e+00	00:11:30.313"
"000004314	022323.475	000.743543	0.298544	2.448210e-07	0.0e+00	00:11:30.485"
"000004315	022323.550	000.716241	0.297137	2.360500e-07	0.0e+00	00:11:30.641"
"000004316	022323.625	000.672551	0.296179	2.217914e-07	0.0e+00	00:11:30.797"
"000004317	022323.700	000.879223	0.295563	2.900650e-07	0.0e+00	00:11:30.969"
"000004318	022323.775	000.817814	0.295027	2.699006e-07	0.0e+00	00:11:31.125"
"000004319	022323.850	000.925300	0.294025	3.055763e-07	0.0e+00	00:11:31.281"
"000004320	022323.925	000.944033	0.292679	3.120401e-07	0.0e+00	00:11:31.438"
"000004321	022324.000	000.986479	0.291571	3.263092e-07	0.0e+00	00:11:31.610"
"000004322	022324.075	000.889050	0.290942	2.942039e-07	0.0e+00	00:11:31.766"
"000004323	022324.150	000.878670	0.290266	2.908992e-07	0.0e+00	00:11:31.922"
"000004324	022324.225	000.934775	0.289030	3.097271e-07	0.0e+00	00:11:32.094"
"000004325	022324.300	000.908009	0.287361	3.011916e-07	0.0e+00	00:11:32.250"
"000004326	022324.375	001.026428	0.286264	3.407198e-07	0.0e+00	00:11:32.406"
"000004327	022324.450	000.980746	0.285196	3.257870e-07	0.0e+00	00:11:32.578"
"000004328	022324.525	000.917534	0.284324	3.049655e-07	0.0e+00	00:11:32.735"
"000004329	022324.600	000.900257	0.283084	2.994700e-07	0.0e+00	00:11:32.891"
