"Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:"
"000000276	022020.625	000.388769	0.033475	1.550765e-07	0.0e+00	00:00:42.828"
"000000277	022020.700	000.262377	0.034090	1.046085e-07	0.0e+00	00:00:42.985"
"000000278	022020.775	000.330268	0.034740	1.316082e-07	0.0e+00	00:00:43.141"
"000000279	022020.850	000.388771	0.034888	1.549025e-07	0.0e+00	00:00:43.297"
"000000280	022020.925	000.444119	0.035308	1.768963e-07	0.0e+00	00:00:43.453"
"000000281	022021.000	000.339539	0.036417	1.351220e-07	0.0e+00	00:00:43.610"
"000000282	022021.075	000.447316	0.037406	1.778726e-07	0.0e+00	00:00:43.766"
"000000283	022021.150	000.443908	0.037475	1.765077e-07	0.0e+00	00:00:43.922"
"000000284	022021.225	000.518285	0.037693	2.060461e-07	0.0e+00	00:00:44.078"
"000000285	022021.300	000.516083	0.038143	2.050972e-07	0.0e+00	00:00:44.235"
"000000286	022021.375	000.453347	0.038860	1.800626e-07	0.0e+00	00:00:44.391"
"000000287	022021.450	000.524727	0.039687	2.082766e-07	0.0e+00	00:00:44.547"
"000000288	022021.525	000.481662	0.040465	1.910651e-07	0.0e+00	00:00:44.703"
"000000289	022021.600	000.609705	0.041274	2.417019e-07	0.0e+00	00:00:44.860"
"000000290	022021.675	000.537787	0.041469	2.131591e-07	0.0e+00	00:00:45.016"
"000000291	022021.750	000.567725	0.042055	2.249207e-07	0.0e+00	00:00:45.172"
"000000292	022021.825	000.612698	0.042580	2.426373e-07	0.0e+00	00:00:45.328"
"000000293	022021.900	000.623016	0.043502	2.465432e-07	0.0e+00	00:00:45.485"
"000000294	022021.975	000.631935	0.044331	2.499088e-07	0.0e+00	00:00:45.641"
"000000295	022022.050	000.583948	0.045039	2.308026e-07	0.0e+00	00:00:45.797"
"000000296	022022.125	000.604869	0.045258	2.390297e-07	0.0e+00	00:00:45.953"
"000000297	022022.200	000.592065	0.045907	2.338500e-07	0.0e+00	00:00:46.110"
"000000298	022022.275	000.693606	0.046413	2.738466e-07	0.0e+00	00:00:46.266"
"000000299	022022.350	000.574124	0.047633	2.264553e-07	0.0e+00	00:00:46.422"
"000000300	022022.425	000.524599	0.048434	2.067902e-07	0.0e+00	00:00:46.578"
"000000301	022022.500	000.703000	0.048687	2.770580e-07	0.0e+00	00:00:46.735"
"000000302	022022.575	000.616662	0.049020	2.429680e-07	0.0e+00	00:00:46.906"
"000000303	022022.650	000.628057	0.050021	2.472627e-07	0.0e+00	00:00:47.063"
"000000304	022022.725	000.679469	0.050780	2.673430e-07	0.0e+00	00:00:47.219"
"000000305	022022.800	000.586492	0.052049	2.305304e-07	0.0e+00	00:00:47.375"
